text,timestamp,likes,sentiment,Unnamed: 4
"hindi na rin sisipot sa comelec presidential interviews sina leni, ping at isko. pero ang hinahanap ng mga kakampwets si bongbong pa rin. langya mga to.",2022-05-01 8:46:23,194,neutral,
mama ko boboto na si vp leni!! isko siya dati! 😭😭 while watching vps speech sa labor event about endowage hike mama sige nga pag nagawa niya mabibilib ako talaga. me kaya nga boto mo siya ma para malaman mo. mama oo nga boboto ko na nga siya! lenikiko2022,2022-05-01 12:54:40,438,neutral,
tuloytuloy pa rin ang ating taosataoparakayrobredo campaign! pinuno ng mga pangilinan at valenciano ng saya't sayaw ang binondo ngayong hapon habang nakikipagkapwa at ipanapakilala sina leni robredo at kiko pangilinan. lenikikoalltheway lenikikoparasalahat,2022-05-01 12:03:48,442,neutral,
"how do you know a chant is working? when youre all kakampink in the family and you have to tell your ten year old to stop chanting ang presidente, leni robredo, bise presidente kiko pangilinan ad infinitum hahaha",2022-05-01 11:42:02,212,neutral,
"tuloytuloy pa rin ang ating taosataoparakayrobredo campaign! ngayong umaga naman ay bumisita si coach yengguiao kasama ang tlr taytay sa sitio pang hulo, taytay, rizal para makipagkapwa at ipakilala sina leni robredo at kiko pangilinan. lenikikoalltheway",2022-05-01 5:15:51,227,neutral,
"hinahamon ko si ginang leni robredo sa isang debate. kahit saan, kahit kailan. oh ayan tagalog na yan ah, ang baba kasi ng comprehension ng mga kakampangets. to buangzon, hindi ako pumapatol sa pwd kaya paadmit ka na sa mandaluyong para gumaling ka na.",2022-05-01 8:11:10,1573,neutral,
"hardworking amp dedicated like you. thats why also youve inspired so many the solidarity walk in palanan makati 2day is proof. it was so hot but the energy was high, chanting, handing out flyers etc . residents prepared water amp food. never has this happened b4, only under you",2022-05-01 18:48:58,284,positive,
soon to be the first family! ingat po kayo lahat vp leni. may god always accompany you with his blessings until we reach the goal! lenikikoalltheway,2022-05-01 18:39:47,284,positive,
tuloytuloy pa rin ang ating taosataoparakayrobredo campaign! binisita ni ms. pinky amador kasama ang rpc taguig ang sitio pusawan sa taguig city para makipagkapwa at ipakilala sina leni robredo at kiko pangilinan.,2022-05-01 7:32:19,458,neutral,
"tuloytuloy pa rin ang ating taosataoparakayrobredo campaign! ngayong umaga naman ay bumisita si coach yengguiao kasama ang tlr taytay sa sitio pang hulo, taytay, rizal para makipagkapwa at ipakilala sina leni robredo at kiko pangilinan. lenikikoalltheway",2022-05-01 5:16:04,209,neutral,
tuloytuloy pa rin ang ating taosataoparakinaleniatkiko campaign! dinalaw naman nina k brosas at lakas ng kabataan kyusi district 5 ngayong hapon ang homeland park sa quezon city para makipagkapwa at ipakilala sina leni robredo at kiko pangilinan.,2022-05-01 11:06:44,413,neutral,
"watch just like in the other rallies, the rains stopped when vp leni robredo started talking at the takder kordi rally in baguio.",2022-05-02 12:26:29,20403,neutral,
"kakampinks are all fired up as robredo takes the stage. rains stop. they scream their lungs out shouting ""leni! leni!"" via",2022-05-02 12:28:14,3162,neutral,
watch vp leni robredo and sen kiko pangilinan join the youth who performed a traditional dance at the rally in baguio.,2022-05-02 12:13:59,3972,neutral,
"watch we sit down with rappler campaign reporters to talk about their impressions on the presidential candidates they are covering. heres , whos been following vice president leni robredos campaign. phvote wedecide",2022-05-02 11:00:01,1798,neutral,
"just in university presidents and school heads come together in a show of force to reiterate the education sectors unequivocal support for vp leni robredo and sen. kiko pangilinan, in a video released by the group, schools for lenikiko.",2022-05-02 23:51:31,6586,neutral,
"had dinner at café breton the other night. lahat ng staff nakasuot ng pink leni lapel pin. lahat daw sila lenikiko. may call nga raw mga tagakabilang parlor to boycott them. guys, let's support people and establishments na matapang na kumakampi at kumakampanya para sa tama.",2022-05-02 5:07:43,3410,neutral,
"vp leni robredo reads placards in the grand rally at baguio city. ""bus lang ang solid north."" voteph",2022-05-02 12:58:11,2730,neutral,
"kapag sinabi ni na babalikan ka niya, babalikan ka niya!",2022-05-02 14:59:46,1101,neutral,
"watch actress and advocate angel locsin talks to the crowd at the second cavite campaign rally staged by presidential candidate leni robredo and running mate kiko pangilinan on sunday, may 1 phvote wedecide",2022-05-02 0:35:31,753,neutral,
"hearing the kalinga tribal chant being sung for leni gave me goosebumps. kalinga is part of the mythical solid north, and napadaan siya dito on her way to baguio to personally thank all her volunteers here",2022-05-02 9:46:25,199,positive,
"visiting kalinga, abra, and baguio city today, to thank our volunteers and supporters. our first stop was tabuk city, where we were welcomed by mayor darwin estrañero and the lgu family.",2022-05-02 9:02:29,18329,positive,
"g na ba ang cebu para sa part 3? dahil g na rin sina at na makasama kayo. magkitakita tayo sa cebuyass! lenikiko sa cebu 3.0 ngayong darating na may 4, 2022! 7kikopangilinanvicepresident hellopagkaingoodbyegutom lenikikoalltheway",2022-05-02 15:13:49,9293,neutral,
"there was almost zero movement in the latest pulse asia presidential survey held from april 16 to 21, as former senator ferdinand bongbong marcos jr. still leads with 56 percent of the respondents choosing him. read",2022-05-02 4:25:25,4020,neutral,
"this has truly become a peoples campaign the camp of presidential bet leni robredo, led by spokesperson barry gutierrez, believes that the peoples campaign will pave the way for a robredo administration despite the result of the latest pulse asia survey released on monday.",2022-05-02 5:59:34,951,neutral,
watch presidential candidate vp leni robredo gains more mindanao allies after surigao del norte gov francisco matugas and other officials endorse her yesterday during the visit of her daughter aika. robredo provided aid to surigao del norte after typhoon odette.,2022-05-02 3:52:38,1873,positive,
"im all pink at pgh. expectation nasa rally ka ba? reality doc, let leni lead!",2022-05-02 0:53:42,4672,neutral,
"rainy night in baguio city and feeling the warmth of cordillera's love maraming, maraming salamat!! takderkordi baguioispink ipanalona10parasalahat",2022-05-02 15:08:17,45540,positive,
"mr. renewable energy gab valenciano leads the crowd in chanting ang presidente, leni robredo! bise presidente, kiko pangilinan!",2022-05-02 9:16:53,1312,neutral,
"a week before the elections, presidential candidate vice president leni robredo and running mate senator kiko pangilinan are back in baguio to meet with supporters. crowd at takder kordi peoples rally at melvin jones grandstand.",2022-05-02 8:27:15,607,neutral,
"look presidential bets bongbong marcos and leni robredo are still in the top 2, but senator manny pacquiao overtakes manila mayor isko moreno in 3rd place in the final pulse asia preelection survey. thefilipinovotes election stories",2022-05-02 3:50:18,2260,neutral,
"so, vp leni dropped to 1 from 20 in davao region, and from 37 to 18 in calabarzon?? 냄새 난다..",2022-05-02 4:43:20,782,neutral,
watch robredo and pangilinan join the traditional igorot dance that locals performed to welcome them in baguio city. phvote,2022-05-02 13:53:11,669,neutral,
"suddenly i am praying for leni to win this election. jusko. pasensya na if i have iglesia ni cristo moots but please do not vote for the dictators' children! think about how hellish it was under duterte, now multiply that shit by a sevenfold if we have a marcosduterte head! 😭😭",2022-05-02 6:35:08,5397,negative,
you want her to become president? it would be a disaster if that happens.,2022-05-02 11:02:01,185,negative,
just in bongbong marcossara duterte tandem still leading in the latest pulse asia survey results released a week before the may 9 elections. via,2022-05-02 4:36:27,192,neutral,
"on the ground by rosé was played during a campaign for lenis presidential campaign by kpop fans in the philippines. you guys are awesome, matsaloves .",2022-05-02 0:21:52,339,positive,
with 7 days to go before.. just converted 3 co tricycle drivers from bbm to leni. do not know how but god guided me,2022-05-02 2:58:46,9375,neutral,
bongbong marcos jr.'s camp thanked supporters following the favorable pulse asia april 1621 survey.,2022-05-02 8:51:13,203,positive,
"instead of focusing on the reelection of the pls and the winning of makabayan senatoriables, and you attack us with malice. a lot of provincial formations of rpc, tlr, and other lenikiko groups are composed of members of makabayan pls. we do not deserve this smear campaign.",2022-05-02 16:20:13,762,negative,
"tingnan nanatiling nangunguna si ferdinand ""bongbong"" marcos, jr. sa pinakahuling pulse asia presidential preference survey na isinagawa noong abril 16 to 21, 2022.",2022-05-02 4:10:48,330,neutral,
ang presidente bise presidente mspainteilyn,2022-05-02 1:32:56,447,neutral,
"watch at the end of the cordillera peoples rally, kakampinks rock to rivermayas liwanag sa dilim, one of the anthems of robredos 2022 campaign. phvote",2022-05-02 15:15:35,352,neutral,
watch presidential candidate vp leni robredo gains more mindanao allies after surigao del norte gov francisco matugas and other officials endorse her yesterday during the visit of her daughter aika. robredo provided aid to surigao del norte after typhoon odette.,2022-05-02 3:54:18,919,positive,
why leni robredo and kiko pangilinan? leni full disclosure policy kiko republic act 11321 sagip saka act you have people who want to combat two major obstacles that have crippled us for decades. corruption and poverty. this tandem wont happen again. vote wisely.,2022-05-02 13:03:10,38258,negative,
"but you know what, even if you pelt us with baseless amp malicious accusations, that will not take away the fact that makabayan has never wavered in campaigning for lenikiko since it decided to endorse them. take your rumormongering and divisiveness and shove it down your asses.",2022-05-02 16:20:14,812,negative,
"look a man wearing his igorot attire carrying the banner of lenikiko slate participates in the ongoing grand rally of presidential candidate vp leni robredo today at melvin jones football ground burnham park, baguio city. zaldy comanda",2022-05-02 9:50:55,444,neutral,
"presidential candidate vp leni robredos spox barry gutierrez says her numbers in latest pulse asia survey remain encouraging, says this poll has not yet captured the hundreds of thousands of supporters who have been attending her rallies in april. via phvote",2022-05-02 4:59:08,502,neutral,
"feeling the warmth of cordillera's love' look vice president leni robredo thanks her supporters for showing up at the takderkordi rally in baguio city, right in the heart of a region known to be a solid marcos country. ourvoteourfuture voteph",2022-05-02 15:28:10,426,positive,
watch kakampinks in baguio city sing along to janno gibbs ipagpatawad. phvote,2022-05-02 14:58:36,232,neutral,
ang original na tropangtapat iboto at iluklok natin sila sa senado!!,2022-05-02 0:40:34,202,neutral,
"just in there is almost zero movement in the latest pulse asia presidential survey held from april 16 to 22, as former senator bongbong marcos still leads with 56 percent of the respondents picking him. via ourvoteourfuture voteph",2022-05-02 3:51:58,176,neutral,
"they cant unsee the people power in pink, more powerful than the commissioned surveys. ang presidente, leni robredo.. no one else comes close..",2022-05-02 23:00:16,1195,positive,
"and the crowd goes wild for gloc9! the popular filipino rapper joins the campaign trail for the first time in 2022, and its for presidential candidate vp leni robredo. hes now singing a duet with ebe dancel. the kakampinks in the audience love them. via",2022-05-02 8:56:58,333,positive,
"who the ""f"" are you to imply i am on the wrong side of history, just because i choose to vote someone else other than leni? the endorsement below smacks of historical bias favoring the discredited dilawan narrative. let's see who will be on the wrong side of history on may 9.",2022-05-02 22:39:32,749,negative,
"leodywalden supporters calling out vp leni robredo instead of deped sec. leonor briones and ched chair popoy de vera on online learning, and sen. kiko pangilinan instead of dar secretary on agrarian reform. magngangawananaman",2022-05-02 16:02:03,3459,neutral,
"sa pinakahuling pulse asia presidential survey mula abril 1621, 2022, si ferdinand ""bongbong"" marcos, jr. pa rin ang nangunguna sa presidential race. bumaba naman ng 4 na puntos si manila mayor isko moreno dahilan para mapalitan ni sen. manny pacquaio sa pangatlong puwesto.",2022-05-02 5:25:00,418,neutral,
"kinakabahan na sila and when i say that, its not because our survey numbers are already showing, but because of the fact that they cant unsee the peoples campaign. the resistance is building up! subukan niyo mandaya. filipinos will fight you! leni robredo ang presidente",2022-05-02 8:20:19,343,negative,
"iglesia ni cristo members who are also kakampinks may have suspected all along who their church would likely endorse. and yet, they still chose to stand alongside leni amp kiko. trust them to choose country over religion anytime. iyan ang totoong radikal. baguioispink",2022-05-02 12:22:21,174,neutral,
"presidential candidate vp leni robredos spox barry gutierrez says her numbers in latest pulse asia survey remain encouraging, says this poll has not yet captured the hundreds of thousands of supporters who have been attending her rallies in april. phvote",2022-05-02 4:56:37,885,neutral,
presidential bet vp leni robredo on witnesses recanting their statements vs detained opposition senator leila de lima patunay lang ito ng katotohanang matagal ko nang iginigiit walang kaso laban kay sen leila de lima. phvote,2022-05-02 2:30:13,1439,neutral,
"do not expect vp leni to have an agreement with this sect which asks for some positions in government in exchange for their endorsement. if they endorse her, thanks be to god. if not, we can live with that. but she will not enter into a quid pro quo arrangement with them.",2022-05-02 2:03:10,1481,neutral,
salamat baguio for standing up for leni robredo and kiko pangilinan. this is baguio at time check 330pm baguioispink baguioforleni,2022-05-02 7:34:36,698,neutral,
nangunguna pa rin si presidential candidate bongbong marcos sa isinagawang presidential preference survey ng pulse asia para sa 2022 elections. nakakuha si marcos jr. ng 56 at sinundan ni vice pres. leni robredo na may 23.,2022-05-02 4:42:50,193,neutral,
pbb toni gonzaga is about to have an uncle in malacañan called pbbm. mariel rodriguez is about to have a senator husband supporting pbbm. bianca gonzales has pbb.,2022-05-02 2:42:59,665,neutral,
"look supporters of vp leni robredo and her team at the melvin jones grandstand, inculding a group of bikers who are biking around northern luzon and a group of handcrafters, ready for the evening grand rally in baguio city.",2022-05-02 9:41:44,274,neutral,
four universities in baguio are for leni robredo and kiko pangilinan and the whole team baguioispink baguioforleni,2022-05-02 7:37:48,916,neutral,
"nakakatuwa dahil my mom was convinced of voting for leni because of anecdotes from her friends. her friend from leyte told that their familyand their barangayare for leni. dahil raw sa panahon ng sakuna, while duterte neglected them, leni was first to provide relief efforts.",2022-05-02 6:27:14,566,neutral,
"full vid! ahahahahahahh sige sabay sabay tayong mag sana all! ""bongbong kinilig marcos"" ahahhaha",2022-05-02 6:44:14,335,positive,
"in todays totoobasileni, kap nono gets emotional when talking about his experience of vp leni. why is it so hard for people to believe in her? we asked him. he issues her doubters a challenge.",2022-05-02 14:26:08,454,negative,
"baguioispink cordillera people's rally started with few people but it has swollen to a vibrant crowd. even lenikiko did not expect, but no crowd is too small. that is respect amp dedication. i know 2 people who did not show up at their own rally coz it was too small. takdercordi",2022-05-02 10:45:56,371,neutral,
drone shots sa campaign rally nina vice pres. leni robredo at sen. kiko pangilinan sa melvin jones grandstand sa baguio city kaninang 5 p.m. bilangpilipino2022 indie media in baguio,2022-05-02 11:42:56,254,neutral,
"presidential candidate vp leni robredo, who will be having a gruelling final week on the campaign trail as she returns to battleground areas in luzon, visayas, and mindanao. today, shell be in abra, kalinga, and baguio. phvote",2022-05-02 4:17:56,1756,neutral,
"tin amp sherwin started as bbm fanatics and ended on vp lenis facebook page a motorcycle ride, an honest talk with vp was all it took for them to open their eyes, hearts amp realize who is best to lead the country baguioispink caviteispink2 dec 2021 may 2022",2022-05-02 11:32:06,188,neutral,
under gma pero si mar roxas talaga ang nag dala ng bpo dito kaya sobrang inis ako sa mga ka team and sa mga friends ko nun last 2019 na pinagtatawanan na ama ng bpo si mar roxas hindi daw totoo un si du30 daw ang nagdala ng bpo ewan ko sa mga bopols na mga un,2022-05-02 10:45:48,786,neutral,
"eksena sa isla a group chanted ""leni, leni"" during photo op another group danced ""ang presidente.. at the sea"" a guy beside me watched vp's conversation with bbm supporters leni kiko tarps everywhere ang tunay na survey ay nasa ground. baguioispink",2022-05-02 10:34:46,236,neutral,
perhaps the biggest challenge facing ms. robredos young volunteers has been the wave of disinformation that has lionized the marcos era and vilified ms. robredo as a communist.,2022-05-02 4:44:39,261,negative,
"""you will again be proud to be filipinos."" sa kanyang pagbisita sa norte na kilalang balwarte ng mga marcos, nangako si presidential candidate vice pres. leni robredo na magiging proud muli na maging pilipino ang taumbayan sakaling siya ang manalo sa darating na eleksyon.",2022-05-02 14:37:33,258,positive,
"ipush mo pa, baguio! 25k na tayo as of 700 pm habol tayo! takderkordi awantisolidnorth baguioispink dapatsileni! husayattibay",2022-05-02 12:31:28,505,neutral,
"new gen phenomenal lt sa cebu! just in donny pangilinan at belle mariano, makikilahok sa round 3 ng leni kiko grand rally sa cebu ngayong miyerkules, may 4! donbelle donbelleforlenikiko donbelleforlenikiko2022",2022-05-02 13:10:03,2331,positive,
"if anyone wants to listen to it or, i tink kilalanin nato, a space to get to know vp leni robredo and sen. kiko pangilinan, led by a group bubblies fans of donbelle called b4l is still available here on twitter.",2022-05-02 14:34:04,362,neutral,
im on the right side of history 10 vp leni robredo 7 kiko pangilinan lenikikoalltheway ipanalona10parasalahat ilocanoforleni takderkordi baguiograndrally,2022-05-02 8:18:07,239,neutral,
"robredo reading out signs of her supporters, a staple now in her rallies. one sign reads tapos na ang assignment ko. kakampink na ang papa ko phvote",2022-05-02 12:41:11,387,neutral,
"our current vp, my president!! mahal ka namin mam !! baguioispink lenikikoalltheway2022 letlenilead lenikiko2022",2022-05-02 14:54:49,12869,neutral,
"bumili na kayo ng maraming color pink na bagay. dahil pag nanalo si leni robredo, tataas ang presyo ng pink!",2022-05-02 11:32:36,333,neutral,
"nangunguna pa rin sina sen. ferdinand 'bongbong' marcos, jr. at mayor sara duterte sa pinakahuling pulse asia presidential at vicepresidential preference survey na isinagawa noong abril 16 to 21, 2022 via",2022-05-02 4:57:59,242,neutral,
after this rallylaguna rally the unionmarketph posted this story. not to brag pero ang lakas donbelle??!!??!!?!? donbelle donbelleforlenikiko2022,2022-05-02 11:39:36,1479,neutral,
marami ng nabago from the usual campaigning b4 to what we have been doing now with volunteerism.if ever inc endorses the other camp that doesnt mean they have won already. iba na ngayon. a lot has been expressing to vote for lenikiko2022 inspite being an iglesia baguioispink,2022-05-02 11:57:25,254,neutral,
"and the crowd goes wild for gloc9!! the popular filipino rapper joins the campaign trail for the first time in 2022, and its for presidential candidate vp leni robredo. hes now singing a duet with ebe dancel. the kakampinks in the audience love them. phvote",2022-05-02 8:54:17,238,positive,
new rally with donbelle what's up cebuyas!! tara umiyak sa tuwa dahil atin na toh! ipanalo na natin toh! bellemariano belle mariano donnypangilinan donbelle donbelleforlenikiko donbelleforlenikiko2022,2022-05-02 12:08:48,2032,neutral,
me boboto po kayo? m opo kayo kanino? me showing off my pink tee leni kayo rin ha? m ay opo basta sinabi nyo!,2022-05-02 23:30:56,259,neutral,
"robredo kahit mahirap yung laban, lumalaban. kahit marami yung hadlang, di umaayaw. alam natin na pag tama yung ating pinaglalaban, wala tayong talo. phvote",2022-05-02 12:31:25,382,neutral,
tuloy ang ating heart 2 heart sa legazpi!! bicol is of course our beloved vp lenis territory pero akoy pumunta rito upang ipamahagi ang mensahe ng ating karapatdapat na susunod na vp! sikikoangmanokko hellopagkaingoodbyegutom lenikikoalltheway2022,2022-05-02 5:34:19,1640,positive,
"actress angel aquino takes the stage and endorses the lenikiko tandem. she is a graduate of up baguio, the place where she had her political awakening during martial law i stand by leni amp i stand by kiko dahil sila ay mabuting ehemplo ng mga bagay na natutunan ko dito sa baguio",2022-05-02 7:11:32,198,neutral,
sabi ng mga kakampink na leading daw si vp leni sa google trends. pero yung top search about madam ay bobo ba si leni and bobo ba si leni robredo. hanubayan! 😂😂,2022-05-02 8:00:18,230,neutral,
"catch donnypangilinan and bellemariano at cebuyass! lenikiko sa cebu 3.0 this coming may 4, 2022, 3pm at southern university phinma donbelle donbelleforlenikiko pagbilangkongpitoa10naangpangalo",2022-05-02 12:26:15,212,neutral,
"ang palusot naman ng mga apologist wala daw si baby m sa baguio rally nila kaya konte ang tao, nahiya naman ang mga taga sorsogon na wala rin namang kandidato kahapon para sa one pink festival pero marami pa ring tao. baguioispink",2022-05-02 10:18:24,1343,neutral,
"leni robredo is our education president sa huling markahan ng philippine business for education ngayong abril, si leni lang ang nakakuha ng perfect score sa 10point grading system ng boto sa edukasyon!",2022-05-02 11:50:45,533,positive,
"walang pagibig ang hihigit sa pagmamahal para sa tinubuang lupa, at para sa mga career executive service officers ceso and eligibles, sina leni robredo at kiko pangilinan ang mga pinunong nagpapakita ng pagmamahal na ito! lenikikoalltheway tayoangpanalo",2022-05-02 9:11:57,295,neutral,
read the camp of presidential frontrunner on the latest pulse asia survey lead.,2022-05-02 8:27:02,299,neutral,
angel locsin at jillian robredo nangampanya sa pampanga halalan2022,2022-05-02 15:20:00,1174,neutral,
ilonggos are hyped up under the sun while waiting for the arrival of vp leni in iloilo city! iloiloispink,2022-05-03 5:18:48,2402,positive,
"angat buhay pilipino presidential candidate vice president leni robredo reiterates her economic recovery plan. hindi lang ito pangakong ibababa ang presyo ng bigas, kuryente o gasolina. ang aking paniniwala ay taongbayan ang sentro sa pagbawi ng ekonomiya.",2022-05-03 9:32:42,12706,neutral,
"look kakampink cheerleaders expressed their support for presidential bet vp leni robredo and runningmate senator francis 'kiko' pangilinan through a stunt during the ""angatleta sa araneta"" event in araneta coliseum, quezon city on may 3. cheerleaders for leni amp kikofb",2022-05-03 8:05:21,6691,positive,
para sa kinabukasan ng aking mga anak lenikikoultimatetandem leniismyultimatechoice kakampinkhokami,2022-05-03 10:05:09,28779,neutral,
"watch 'kakampinks' in the municipality of guimbal, iloilo hold a noise barrage at the town's entrance. currently, uniteam's presidential candidate bongbong marcos is holding their miting de avance in the same municipality's grandstand. phvote wedecide",2022-05-03 12:57:31,1510,neutral,
"angat buhay pilipino presidential candidate vice president leni robredo reiterates her economic recovery plan. hindi lang ito pangakong ibababa ang presyo ng bigas, kuryente o gasolina. ang aking paniniwala ay taongbayan ang sentro sa pagbawi ng ekonomiya.",2022-05-03 9:32:20,1572,neutral,
"the bpo industry and workers will suffer under a marcos administration. 1. investor confidence will shrink amidst all corruption issues, political instability, absence of macroeconomic agenda",2022-05-03 4:44:26,20317,negative,
"watch bongbong marcos receives warm welcome at uniteam visayas miting de avance held in guimbal, iloilo. halalan2022",2022-05-03 14:46:50,638,positive,
rigoberto bobi tiglao is spreading disinformation bs again on the comments section of s article on the moro atrocities committed by the marcos military. i gave him a response that is perhaps close to his heart. neveragain,2022-05-03 11:55:38,2693,negative,
kakampink si jennylyn 'utimate star' jennylyn mercado comes out in support of presidential candidate vice president leni robredo on tuesday. jennylyn mercado,2022-05-03 11:37:42,2078,positive,
"celebrity couple jennylyn mercado and dennis trillo announce their endorsement of the candidacies of vp leni robredo for president and sen. kiko pangilinan for vice president, calling them their ""ultimate tandem,"" in refence to mercado's talent search win. via",2022-05-03 10:17:35,9798,positive,
"big three baguio universities for leni' for the first time in history, three universities in baguio have come out to support vice president leni robredo's presidential bid.",2022-05-03 3:24:57,1086,positive,
"why bongbong marcos, a philippine dictators son, leads the race for the presidency",2022-05-03 9:33:00,1251,neutral,
"just in the influential iglesia ni cristo, known for bloc voting of its members during elections, officially endorses the respective candidacies of bongbong marcos, sara duterte for president, vice president bilangpilipino2022",2022-05-03 11:26:30,579,neutral,
"just in isang mahalagang anunsyo ni president bongbong marcos reposted, this is the full video halalan2022",2022-05-03 15:17:03,264,neutral,
recorded video message of bongbong marcos and sara duterte for iglesia ni cristo after announcing its endorsement of the tandem. thefilipinovotes bbm media bureau,2022-05-03 12:38:43,212,neutral,
breaking religious group iglesia ni cristo is endorsing the presidential bid of ferdinand bongbong marcos jr. and vp bid of inday sara dutertecarpio. voteph ourvoteourfuture,2022-05-03 11:29:04,508,neutral,
"""nagulat ako, ang usapan wala na tayong rally. ang usapan, magpapasalamat lang tayo sa mga naghousetohouse pero napakaraming lumabas ng bahay. nandito ako para magpasalamat. kailangan nating basagin ang mga kasinungalingan at palitan ito ng katotohanan."" leni robredo",2022-05-03 9:03:51,2819,neutral,
"what was supposed to be a small gathering to thank volunteers from la paz who do housetohouse campaigning for presidential bet vp leni robredo turned into a rally attended by a large crowd filling la paz plaza, spilling onto its surrounding streets. via halalan2022",2022-05-03 9:25:28,6322,neutral,
"milf abdullah commander bravo macapaar will lead the the arrival of vp leni robredo in pantao ragat, lanao del norte today.",2022-05-03 23:38:05,875,neutral,
"just outside guimbal town where the visayas miting de avance of marcos jr and sara duterte will be held, robredo and pangilinan supporters hold their own busina for leni phvote wedecide",2022-05-03 7:57:42,523,neutral,
"coincidentally, the tandem of bongbong marcos amp sara duterte are holding their first miting de avance in guimbal, iloilo. but ilonggos proved once again they are pink, as thousands joined the caravan from santa barbara culminating in a thanksgiving program in la paz. halalan2022",2022-05-03 9:39:28,9389,positive,
"50,00 ilonggos look what was supposed to be a small event to thank volunteers who do housetohouse campaigning for vice president leni robredo turned into a large event with 50,00 people, according to iloilo city mayor jerry treñas. jerry treñas",2022-05-03 9:47:24,367,neutral,
pulse asia believes latest survey showing bongbong marcos lead could reflect result of may 9 polls,2022-05-03 10:39:40,903,neutral,
"kasama kayo sa pagtatag ng isang gobyernong tapat sa may 9 presidential hopeful vp leni robredo on tuesday unveiled her economic recovery plan called the angat buhay pilipino program, where she listed all the necessary policies to revive the ph economy. bilangpilipino2022",2022-05-03 13:26:21,746,neutral,
"sisikapin po namin na ang tiwalang ipinagkaloob nyo sa aming tambalan ay magbubunga ng tunay na pagkakaisa ng mga pilipinong nagmamahal sa pilipinas."" bongbong marcos, sara duterte express deepest gratitude to the iglesia ni cristo for their endorsement. uniteam bbmsara",2022-05-03 14:17:12,289,positive,
"opisyal nang inendorso ng iglesia ni cristo ang tambalan nina presidential candidate former senator ferdinand ""bongbong"" marcos jr. at vice presidential candidate davao city mayor sara duterte para sa eleksyon2022.",2022-05-03 11:26:18,892,neutral,
almost of my family members were preparing to attend the bbmsara uniteam grand rally at guimbal and they seems so happy and mocking at me because i will be attending alone the grand pasasalamat of leni at lapaz plaza this afternoon. iloiloispink,2022-05-03 4:42:56,252,positive,
"six days before the may 2022 elections, some presidents and education leaders from various universities and colleges in the country have officially endorsed the lenikiko tandem. bilangpilipino2022",2022-05-03 8:24:17,420,neutral,
"ended the day in negros occidental, feeling the love of our volunteers from the sendoff they gave us in bago city, to sectors and local officials declaring support in bacolod city. grateful for everyone's passion and drive as we head into the last days of our campaign",2022-05-03 17:36:58,20650,positive,
"just in the influential iglesia ni cristo, known for bloc voting of its members during elections, officially endorses the respective candidacies of bongbong marcos, sara duterte for president, vice president bilangpilipino2022.",2022-05-03 11:27:14,209,neutral,
"bongbong marcos lied. he has trolls and here they are. go to and find out who they are, their toxic posts in real time. see for your self and report these accounts to facebook.fb should shut them down asap. stop disinformation! tigilan na ang panloloko! rt",2022-05-03 23:20:56,26888,negative,
"may nameet akong ap teacher na bbmsara sa h2h. di daw niya nabalitaan projects ni vp amp sen kiko. kita lang niya bardagulan ng toxic pink, so nakipagkwentuhan kami. bilang educator, humingi siya ng flyers para mainform masaya mag rally, pero importante mag h2h. lenikiko2022",2022-05-03 4:16:44,2813,neutral,
samahan kami ngayong araw sa unang uniteam miting de avance dito sa visayas! live dito sa ating facebook page!,2022-05-03 0:18:12,9853,neutral,
belinda mahal mo ba ako?' donny pangilinan asks belle mariano during the teaser of their upcoming campaign ad for leni robredo. donbelle donbelleforlenikiko eleksyon2022,2022-05-03 5:37:44,1509,neutral,
athletes come out in support of the leni robredokiko pangilinan tandem here at the araneta coliseum via,2022-05-03 5:47:46,728,positive,
"happening now bongbong marcossara duterte meetand greet with local officials, health workers, fisherfolk and other sectors in guimbal, iloilo. halalan2022",2022-05-03 9:21:03,901,neutral,
"vp leni robredo greets supporters along the airport access road en route to santa barbara, iloilo. they patiently wait for robredo despite the summer heat to welcome her on tuesday, may 3. vplr media bureau via",2022-05-03 9:40:47,189,positive,
"look vp leni robredos supporters wait in sta. barbara, iloilo, just outside the iloilo international airport as she will be making her third and final campaign stop in the province on tuesday, may 3. arnold almacen",2022-05-03 5:10:28,223,neutral,
"breaking iglesia ni cristo endorses bongbong marcos and sara duterte, inc announces via net 25. inc, known for its blocvoting practice, had 2.6 million members as of 2015 according to latest psa data",2022-05-03 11:25:00,265,neutral,
angatbuhaypilipino ang economic recovery plan ni leni robredo video 22 watch amp SHARE:  Facebook: https://t.co/yrAw58DNrr YouTube: https://t.co/aP4nyVn2vh  #AngatBuhayPilipino #IbotoNa10Pilipinas #TheOlympinks https://t.co/ziTnjc7zS2,2022-05-03 9:32:58,408,neutral,
"lss na ba ang lahat? ang presidente, leni robredo bise presidente, kiko pangilinan dapat si leni bongabong dapatsileni! husayattibay ipanalona10parasalahat",2022-05-03 13:33:32,606,neutral,
"bilang isang handog, hindi ako sumasangayon sa suporta ng tagapamahala para sa magnanakaw, nagmula sa isang mapangabuso mayamang pamilya. ako ay iglesia ni cristo, at ang aking pangulo ay si leni robredo, at ang aking pangalawang pangulo ay si kiko pangilinan.",2022-05-03 11:44:55,3065,neutral,
"serve by robredo, receive by robredo, set by robredo, spike by robredo. crowd shouting go 10, go leni angatletasaaraneta",2022-05-03 8:56:06,261,neutral,
