text,timestamp,like_count,sentiment,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
"ingat lang sir daming kalaban sa tabi tabi kala nyo po kakampi nyo.saka dami pa taong di naniniwala sa inyo..daming galit kala nila kunwari lang mga sugat nyo sa kamay.at ang alam nila nadidiri kayo pag humahalik sila sa inyo.dami fake news lalo na mga vedio nyo.ginagawang malaking issue.,pro tignan nyo po naman dinadagsa pa rin kayo at namamayagpag sa kampanya nyo.goodluck nlang po at keep safe sir bongbong marcos.kaway kaway nlang po kayo at wag na po kayo makikipagkamay, masaya po ang taong bayan na makita at masilip man lang kayo..",2021-12-09,,,negative,neg,neut,neut
mr. president marcos huwag kanalang ma kipag kamayan kumay kanalang at hubarin mo yong relo at singsing solid bbm and sara,2021-12-09,,,positive,neut,neut,neut
"ito b ung pinapakalat ni banat by n nilaga ang ating presidente s manila caravan nya 😭😂 iyak tawa nlang ako talaga kay banat by, ang sarap nya hmm, anyway congratulations uniteam for the success of the manila caravan, keep safe everyone let continue to pray for their safety",2021-12-09,,,positive,pos,neut,neut
mj almazan maggay sa laki ng mata nya naging bulag wala na syangnakitang tao kc pang gcash bayad buy lang ung mata nya.,2021-12-09,,,neutral,neg,neut,neut
"true sir bbm, the manilenios are trusting you, believes in you and they love you and the whole uniteam !! you are their president to be.",2021-12-09,,,positive,pos,neut,neut
please always take care my preaident we love you,2021-12-09,,,positive,pos,pos,neut
lord bantayan niyo po salahat nang lakad at manga caravan ang aming ..mr president bbm marcos at.. madam vice president sara inday duterte solid uniteam,2021-12-09,,,negative,neut,neut,neut
"sa maynila ang centro ng martial law, sinasabing maraming pinatay, dinukot at pang aabuso, daw. pero eto mga taga maynila naglabasan bilang suporta kay bbm",2021-12-09,,,neutral,neg,neut,neut
we love you bbm sarakeep safe and godbless to you uniteam,2021-12-09,,,positive,pos,neut,neut
uniteam solid bbm sara 2022 ingat god bless,2021-12-09,,,positive,pos,pos,neut
yes to bbmsarauniteam! !!,2021-12-09,,,positive,neut,neut,neut
kya nmn d porke taga manila c domagoso eh solid sa knya .mayabang kc pkitang tao lht ng kilos,2021-12-09,,,positive,neg,neut,neut
thank you po manila,2021-12-09,,,negative,pos,neut,neut
god bless po my future president mabuhay po kayo at lagi gabayan kayo ni lord bbmsara uniteam,2021-12-09,,,negative,pos,pos,neut
"bbm, u are one of a kind, solid supporters feom lebanon chapter",2021-12-09,,,positive,neut,neut,neut
"bbm for president!! we love you bbm, ikw palang ang tumatakbo bilang pangulo na walang sinasagasahan na tao, kung people power ang nagpabagsak sa ama niyo, people power din ang magbabalik sa anak at ikaw yun sir bbm!!",2021-12-09,,,positive,neut,neut,neut
makikiusap po ako mga ma'amsir baka po pwedeng magpa heart react please please po eto po link https 10028243643147 posts 1015494692735309 ?appfbl maraming salamat po godbless,2021-12-09,,,negative,pos,neut,neut
solid for the win,2021-12-09,,,positive,neut,neut,neut
god bless mr president bongbong marcos sama2 tayo babangon muli,2021-12-09,,,positive,pos,pos,pos
sama sama tayo sa ikakaunlad ng pilipinas,2021-12-09,,,neutral,neg,neut,neut
yes we are hoping that ..this is really the real change.. lahat ng pumalit kay fm .waley lubog lalo..,2021-12-09,,,positive,neut,neut,neut
may the good lord bless and guide you mr. president bbm!!,2021-12-09,,,positive,pos,pos,pos
let's bring back the greatness of our beloved philippines! bbmsara longlive!,2021-12-09,,,positive,neut,neut,neut
mahal na pangulo ingat po kayo love you so bbm solit marcos kayo po maam sara soolit!!,2021-12-09,,,negative,neg,neut,neut
wag nalang makipag kamayan. baka malaslas na naman sa mga walang puso. kaway kaway nalang po.,2021-12-09,,,negative,neg,neut,neut
"tiyak na ang panalo mo sir bbm sa dami nang supporters ninyo ni inday sara kahit saang panig nang piliipinas,para ng langgam sa dami ang mga taong sumasama sa bawat caravan nang uniteam mabuhay kayo bbm sara. win na win na tayo sa may 2022 god bless po bbm sara.",2021-12-09,,,positive,neg,neut,neut
god bless you po my president bbm.ingat ka po palagi lalong lalo na po sa inyong motorcade,2021-12-09,,,negative,pos,neut,neut
"how nice of you inaabot mo prin ang kamay ng mga batang mahihirap nkakaiyak nmn tulo luha q, sna mging humble kau lge at mging mabuting halimbawa pero at the same time caring at protective sa mamamayang pilipino at iangat nyu po ang mahihina sabay sa pag ahon ng bansa.. 😍😍 here to support you our president",2021-12-09,,,positive,neg,neut,neut
mr. president nawa ay mabigyan kayu ng oportunity na maluklok bilang pinuno bg bansa natin at matulungan si doc willie ong na ginamit lang ni isko moreno at iniwan sa ere..sigaw ng bayan mas mabuti sana sa doh sec si doc willie..thank you bbm..solid supporter bbm sara po,2021-12-09,,,negative,neg,neut,neut
wag po sana maulit to.. ung matutulog ka lang pag gising mo lamang na sila 22,2021-12-09,,,negative,neg,neut,neut
"you are well loved so karapat dapat na kyo sa posisyon for president,mabuh ay po kyo..praying for you health and safety..gid bless!",2021-12-09,,,positive,pos,neut,neut
mga kabayan kapit bisig tayong lahat para sa pag unlad ng ating bansa,2021-12-09,,,neutral,neg,neut,neut
solid po kmi bbm kami ang pamilyang loyalist marcos,2021-12-09,,,negative,neut,neut,neut
ingat po lagi ninong . kasama ka lagi sa aking panata god bless you always.solid po kmi bbm.,2021-12-09,,,negative,pos,neut,neut
iba ngiti nila pag solid bbm makikita mo sa muka nila na masaya sila para sa ating mahal na pangulo sana manalo,2021-12-09,,,positive,neg,neut,neut
"tanging hangad po nming mga supporters niyo po ay una ung kaligtasan niyo po at makabangon po ang sambayanang pilipino na makaahon s mga crisis na nararanasan nating mga pilipino mabuhay po kau mahal nming pangulo,andto lng po kmi lage na sumusuporta sa inyo,mula sa mga kanunuan ng aking boung pamilya solid bbmsara tandem",2021-12-09,,,negative,neg,neut,neut
ingat po palagi my future president my vice president,2021-12-09,,,negative,neut,neut,neut
"mr. president double ingat po ahh,, ang kalaban po ay am sure galit n galit na at kita n nila ang kaba,, so baka gumawa ng kong anong kasamaan laban po syo,,ingatan po ang sarili kc ikaw lng ang pag asa ng lahat ,, naalala ko yon dati ang assassination na ngyari ki madam imelda na sinaksak sya ng bolo,,please mr. president,,mag double ingat po ah huwag mag kompyansa sa mga nadikit na tao, payo lng po too mr. president kc ikaw ang kailangan at umaasa na mabalik ang pangalan nyo sa malacanyang be careful in 100 time mr. president,,god bless po for the victory,",2021-12-09,,,negative,neg,neut,neut
we are proud bbm sara uniteam,2021-12-09,,,positive,pos,pos,neut
"bbmsarah tandem perfect uniteam ,, with them sama sama tayong babangon muli",2021-12-09,,,positive,pos,neut,neut
sir pahinga pahinga din kayo .. sure na po panalo kayo,2021-12-09,,,negative,neut,neut,neut
"sayang di po kayo natuloy sa maceda madami po kaming nakaabang sa inyo mr. president . stay safe , mabuhay uniteam!",2021-12-09,,,negative,pos,neut,neut
yen yen dumaan cla dito sa harap ng bahay,2021-12-09,,,neutral,neg,neut,neut
igat po lge bbm at mg tao hhwak syo..good bless po..,2021-12-09,,,negative,pos,pos,neut
"sa galawan ng mga katungali ni bbm ngayon, hindi sila titigil hangar di bumabagsak si bbm, they are all desperate na baka aabot pang tutu bashin si bbm. kailangan na mag matyag at magbantay o banatayan si bmm at siguraduhin na si bbm ay nasa magandang kalagayan. bbm and sara must be shielded always. stay safe and healthy, may the good lord bless you both.",2021-12-09,,,positive,neg,neut,neut
doc willie left the group,2021-12-09,,,neutral,neut,neut,neut
god bless you my future president t2022,2021-12-09,,,positive,pos,pos,pos
"yes bbm sara uniteam solid we will support you , from muntinlupa",2021-12-09,,,positive,neut,neut,neut
sana po gumawi kayo ng novaliches para makita ka namin ng personal kahit po di namin kayo makamayan sana po taasan ang sasakyan nyo para di na kayo makamayan ng mga impostor na nanunugat sa inyo sana po wagkayo susuko at mag ingat po kayo palagi,2021-12-09,,,negative,neg,neut,neut
panahon na ng pagkakaisa tungo sa katagumpayan ng bawat pilipinomahalin natin ang pilipinas at sama sama tayong babangon muli sa biyaya ng diyos na maykapalbbm ang sususnod na pangulo ng republika ng pilipinas !godbless po and go ojr beloved country,2021-12-09,,,negative,neg,neut,neut
"whatever you said delawan we are solid bbm nobody can break us,we are rock",2021-12-09,,,positive,neut,neut,neut
sayang di namin nlman to tagal nmin naabaangan sana to dbale kahit dman kmi makalapit o matanaw kau basta ipanalo nyo po ang laban na to sapat n saya ang hatid nito. stay safe sainyo po.,2021-12-09,,,negative,pos,neut,neut
stay safe po,2021-12-09,,,negative,pos,neut,neut
from cagayan de oro city bbm sara 2022 parin kami,2021-12-09,,,neutral,neut,neut,neut
wow..god bless,2021-12-09,,,positive,pos,pos,pos
doble doble ingat po sir bbm and madam sara hinihintay po namin ang pag upo nyo,2021-12-09,,,negative,neut,neut,neut
god bless you president bong bong,2021-12-09,,,positive,pos,pos,neut
the unbeatable,2021-12-09,,,neutral,neut,neut,neut
"take care always po our future president,huwag po kau pagugutom😍we love u po apo lakay bbm sara uniteam",2021-12-09,,,negative,pos,neut,neut
ingat po lagi sir bhong2 marcos my future president,2021-12-09,,,negative,neut,neut,neut
nka ready napo kami sa 26 kami naman dito sa pangasinan ang magpakita nang pagmmhal namin sau my future president,2021-12-09,,,positive,neut,neut,neut
konting panahon nalang bbm at mailuklok kna namin bilang pangulo ng ating bansa!,2021-12-09,,,neutral,neut,neut,neut
ingat ka po mr president..we love u..ikaw po ang kailangan ng mamamayang filipino..naway lagi kang ingatan ng ating dios ama na nasa langit.. jehovah,2021-12-09,,,negative,pos,neut,neut
sure na sure na landslinde nga po sila gudluck po sa lahat ng mga politicians,2021-12-09,,,negative,neg,neut,neut
go go go bbm uniteam all supporters unite the more improve our country.,2021-12-09,,,positive,neut,neut,neut
kaya pala ang itim ng mukha niyo dun sa latest photo na inapload niyo. maguv cream po kayo every time may caravan kayo. at kawaykaway na lang po para di kayo masugatan ng mga kababayan natin na gusto kayong makadaupang palad. alam namin kung di lang pandemic gusto nila kayong lingkisin ng mahigpit na yakap,2021-12-09,,,negative,neg,neut,neut
"ingat po kayo lagi uniteam, bbm sara mahal namin kyo, from tondo manila..",2021-12-09,,,negative,neg,neut,neut
ingat po bbm kaway kaway na lang po..god bless po,2021-12-09,,,negative,pos,neut,neut
t2022 we love you and we support you bbm,2021-12-09,,,positive,neut,neg,neut
all support hk ofw,2021-12-09,,,positive,neg,neut,neut
see the difference,2021-12-09,,,neutral,neut,neut,neut
the unbeatable team up,2021-12-09,,,neutral,neut,neut,neut
kailan po kayo mag caravan sa cagayan de oro?? excited po kami dito!!,2021-12-09,,,negative,pos,neut,neut
ntwag pa akong trolls haha .solid marcos po ako .. nakakaiyak lang angdaming suporters ng kabilang panig ang puro pnniwala lng puro fakes news ang nillbas sana wag pong hayaan ang mgkaroon ng dayan sa halalaln walng tulugan lhat dapt may bantay 8,2021-12-09,,,negative,neg,neut,neut
"god bless you both, bbm sara , solid stays strongest",2021-12-09,,,positive,neut,pos,neut
sana mayron din po dito suportado ka namin,2021-12-09,,,negative,neut,neut,neut
"eto po si tatay roberto mercado, former brgy. captain ng cutud san fernando pampanga hiling nya po sana na makita nyo future pres. bongbong marcos etong gawa nya na matagal nyang tinago.",2021-12-09,,,negative,neg,neut,neut
bbm sara god bless po.,2021-12-09,,,positive,pos,pos,neut
we love you mr president ferdenand bong bong marcos ingatan po kayo lagi ng panginuong mahal na ama at allah,2021-12-09,,,positive,pos,neut,neut
ingat po palagi bbm and sara. may our lord protect you always everywhere you go.,2021-12-09,,,negative,neut,neut,neut
god bless you po mahal namin na maging pangulo ng pilipinas bbm at vice president sara doterte,2021-12-09,,,positive,pos,neut,neut
"tuloy tuloy ang pag ingat,,ingat ka po lage bbm",2021-12-09,,,negative,neut,neut,neut
"mabuhay po kayo,. sana gabayan po kayo ng panginoon na wag ng madaya sa darating na eleksyon dahil gusto na po nmen derederetcho na pagbabago ng bansa at magkaroon na ng mga trabaho ang mga ordinaryong tao.",2021-12-09,,,negative,neg,neut,neut
ingat po lagi my pres,2021-12-09,,,negative,pos,neut,neut
"mag ingat na po kayo president bongbong,iwasan nyo na po makipagkamay sa tao",2021-12-09,,,negative,neg,neut,neut
"kahit saan kahit anong paninira, basta marcos duterte! sinusundan at hahabulin ng mga filipino, dahil mahal ng bawat filipino ang mga marcos at duterte.",2021-12-09,,,neutral,neg,neut,neut
sa camiguin island my president bongbong marcos and my vpresident mayor inday sara duterte visit din po kayo dito. god bless you always my president and vpresident! ingat po kyo lage. sana po ma notice. 22,2021-12-09,,,negative,pos,neut,neut
iingatan po kayo ng ating poong maykapal supporters of bbm sara,2021-12-09,,,negative,neg,neut,neut
god bless po mga kauniteam,2021-12-09,,,positive,pos,pos,pos
god bless po bbm,2021-12-09,,,positive,pos,pos,neut
"bbm our next president, a person with a heart, pure and gentle on his every action , no doubt with knowledge and with power ,in gods grace , it is your turn to lead people and our country the philippines to become a better place with people unite to have a better place we live , ang bagong lipunan",2021-12-09,,,positive,neut,neut,neut
"sana po pag nag caravan kayo sa mindanoa, punta po kayo sa.laguilayan sultan kudarat agururay agijay ilocana ilocano idjay.uniteam bbmsara",2021-12-09,,,negative,neg,neut,neut
"my family vote bbm for president ,,god bless",2021-12-09,,,positive,neut,pos,neut
take care po palagi our next president desperado na mga kalaban na saktan kayo.. love you po,2021-12-09,,,positive,pos,pos,neut
continue our support to bbmsarah wlang bibitaw.godbles s uniteam,2021-12-09,,,positive,pos,neut,neut
bbm solid from tarlac city,2021-12-09,,,positive,neut,neut,neut
protect our president and vp inday sara solid parin tayo,2021-12-09,,,positive,neut,neut,neut
yes bangon bayan muligod bless you uniteam,2021-12-09,,,positive,pos,pos,neut
marcos pa rin! we shall make this nation great again,2021-12-09,,,positive,neg,neut,neut
bbm 2022 mag iingat po kayo sir bbm. our country needs your leadership. sama sama tayong babangon muli.,2021-12-09,,,negative,neut,neut,neut
grabe nakakaiyak naman yan ang daming tao kahit saan mag punta si bbm grabe ang daming tao protect bbm our next president 2022 god bless philippines,2021-12-09,,,positive,neut,neut,neut
kumaway nlang po kyo. ingat po kyo. always pray po,2021-12-09,,,negative,pos,neut,neut
may part 2 ulit ang pag bisita mo dito sir bbm,2021-12-09,,,neutral,neut,neut,neut
bueatiful picture full of hopes for the better future,2021-12-09,,,positive,neut,neut,neut
grabe kahit saan magpunta ang bbmsara uniteam napakainit ng pagtanggap ng mga tao sa knila. god bless bbmsara uniteam,2021-12-09,,,positive,pos,neut,neut
mahal nming president at vice president..sama han at ingatan kau palagi ng panginoong dios,2021-12-09,,,neutral,neut,neut,neut
konting tiis na lang tito bongbong at tita sara babangon muli ang pilipinas,2021-12-09,,,neutral,neut,neut,neut
always take care mahal naming bbm..para sa tao dasal ko ang kaligtasan at magandang kalusugan mo sa araw2..,2021-12-09,,,positive,neut,neut,neut
bbmsara uniteam,2021-12-09,,,neutral,neut,neut,neut
solid bbm sara po tayo . god bless,2021-12-09,,,positive,pos,pos,neut
"bbmsara ingat po lgi kyo lalo na inyong kalusugan, mahal nmin kyo. keep safe san mn kyo pumnta ano man gawin nyo, ang dyos lagi humahalili sa inyo. uniteam.",2021-12-09,,,negative,neg,neut,neut
solid bbm and sarah mabuhay tayong lahat sa boong pilipinas god bless us all always amen,2021-12-09,,,positive,pos,neut,neut
we love you bbm.. ingat po kayo plge..,2021-12-09,,,positive,pos,neut,neut
mga bata nakakapit sa covered court sa zabala st.,2021-12-09,,,neutral,neg,neut,neut
stay safe bbm,2021-12-09,,,positive,neg,neut,neut
wally capeña true po yan. kung lahat ay salungat sa mga plano nd ito mangyayari. ipanalangin natin na magkaroon na ng pagkakaisa ang lahat para sa ikauunlad ng ating bansa.,2021-12-09,,,negative,neg,neut,neut
god bless sir bbmsana patnobayan kayo ng pangenoong dios para ikawna ang presedente ng pilipinas bbm solid po,2021-12-09,,,positive,pos,neut,neut
"isang maliit na patitiis sa malaking gantimpala makakamit na ibabalik ng bbmsara uniteam galing sapalasyo ng malacanan..pag bangon, pangunlad, at ginhawa ng mamayanat, pagtusad ng ating ekonomya.",2021-12-09,,,neutral,neg,neut,neut
yan ang mga silent supporters ng aming future president.. keepsafe always. bbmsara 2022,2021-12-09,,,positive,neut,neut,neut
sobrang nkktaba po ng puso solid uniteam tnx u lord pra sa kinabukasan ng pilipinos ngayon ay mgka isa na,2021-12-09,,,negative,neg,neut,neut
naimbag nga aldaw iti martes apo bbm! i claimed it before that you will be the next president and here you are! landslide victory,2021-12-09,,,neutral,neut,neut,neut
stay safe po lagi sir bbm god bless you po mabuhay!mga kauniteam8,2021-12-09,,,negative,pos,pos,neut
solid bbmsara2022 frmmapayapa kalipi chapter caa las piñas city,2021-12-09,,,positive,neut,neut,neut
congratulations !,2021-12-09,,,positive,neut,neut,neut
"god bless you po apo bbm,",2021-12-09,,,positive,pos,pos,neut
ingats po bbm kaway kaway na lang para safe ka.,2021-12-09,,,negative,neg,neut,neut
bibot a. remecio nagkagulo nang bumaba si bbm! omg ang hindi makakalimutang eksena sa manila ang mainit na tagpo https youtube.com watch?vauyozmor qwsfeaturesha re,2021-12-09,,,neutral,neut,neut,neut
jomar mamucod sana dto nman parañaque.. bantayan pong mabuti si bbm pag bumaba ng mga securities mahirap magtiwala sa kalaban.,2021-12-09,,,positive,neg,neut,neut
sara uniteam solid,2021-12-09,,,positive,neut,neut,neut
ganyan ka po namin kamahal president bbm,2021-12-09,,,negative,neut,neut,neut
"mr. president bongbong marcos , sana ulitin mo ang caravan mo d2 sa manila. hinintay ka nmin d2 sa plaza noli hnggang gabi. kht hndi ka nakapunta d2, naintindihan nmin ang pagod mo dhl sa sunod2 na caravan mo. aantayin ka pa din nmin. ingat po.",2021-12-09,,,negative,neg,neut,neut
carla carmela de leon sana lang di manakaw ang boto natin..,2021-12-09,,,neutral,neut,neut,neut
"the great tandem bangon pilipinas!!bbm, sd30",2021-12-09,,,positive,neut,neut,neut
ingat po lagi god bless,2021-12-09,,,positive,pos,pos,pos
sama sama tayong botohan ang bbm sara tandem!!,2021-12-09,,,neutral,neut,neut,neut
godbless to our next president and vice president bbm sara duterte mabuhay mabuhay!! !,2021-12-09,,,neutral,neut,neut,neut
salamat nmn at marami ng natauhan sa kanilang paniniwala at nalaman na ang buong katotohanan. sana tuloy tuloy na ang pgbabago ng lipunan. go for it bbm sarah.😍,2021-12-09,,,neutral,neg,neut,neut
nawa'y ipakita rin ito at mangyari nawa sa balota sa may 9 sa tulong ng maykapal.,2021-12-09,,,neutral,neg,neut,neut
"""and i was dying inside to hold you"" yorme pasok",2021-12-09,,,neutral,neut,neut,neut
ingat po kayo lagi our president..,2021-12-09,,,negative,neut,neut,neut
ingat ka po lagi president bong bong marcos,2021-12-09,,,negative,neut,neut,neut
stay safe mr.president,2021-12-09,,,positive,pos,neut,neut
ingatan ny0 p0 palage ang aming magiging pangul0😍 g0d bless y0u,2021-12-09,,,positive,pos,pos,neut
sir kaylan po caravan nyo dito sa laspiñas,2021-12-09,,,negative,neut,neut,neut
sa tondo po nung nag caravan kau rto nun sunday mlapit me s sakyan nio d ko nkuhaan ng buo.. bbmsara2022 yeah,2021-12-09,,,negative,neg,neut,neut
"grabe ang mga manilenos, sinusundan nila ang caravan at di natigil ang pagsigaw, bbm bbm! god bless!",2021-12-09,,,positive,neut,neut,neut
sa susunod bbm sarah d2 nman sa caraga.god bless us all.,2021-12-09,,,positive,pos,neut,neut
uniteam for the win,2021-12-09,,,positive,pos,neut,neut
huwag natin sayangin ang 6 na taong nasimulan ni prrd. ang uniteam at mga senador na kasapi lang ang magtutuloy nito. bangon bayan muli at mahalain natin ang pilipinas. uniteam,2021-12-09,,,neutral,neg,neut,neut
yan ang tunay na mga nag mamahal sa mga marcos na nag paunlad ng ating bansa mabuhay ka bbm at mayor sara,2021-12-09,,,negative,neg,neut,neut
praying for your victory bbm and uniteam,2021-12-09,,,positive,neut,neut,neut
malenio kala ko ba kay isko kayo. hindi pa sinisilang si isko sa tondo nakikita ko na si marcos and family.noong bata pa si bbm nagpunta sila sa don bosco tondo nakipaglaro pa si bbm ng football at ng masunog barrio magsaysay april 1971 sinabi ni marcos sr.ibibigay nya ito nagpagawa pa ng bliss at reblocking sa barrio magsaysay nagpagawa ng dagat dagatan kapitbahayan.pi ngawa ang pinagaralan ni isko ng high school sa tondo high school model community.doon sa moreones. kaya marami parin ang marcos loyalist isa na ako jan.,2021-12-09,,,positive,neg,neut,neut
my president bbm and vice president sara because of others love bbmsara and stay healthy and stay safe president bbm and vicepresident sara,2021-12-09,,,positive,neut,neut,neut
"goo pops and uniteam!! mahal ka namin ingat ka palagi, at alagaan niyo po ang sarili ninyo",2021-12-09,,,negative,neg,neut,neut
ingat po lagi mr. bbm kelangan po namin ang isang magaling na presidente na gaya ng iyong ama at ikaw po ang susunod sa kanya.. stay safe and stay healthy po sir,2021-12-09,,,negative,neg,neut,neut
gogogo bbm sara uniteam good and best tandem for our country godbless,2021-12-09,,,positive,pos,pos,pos
my president this coming may 9 2022,2021-12-09,,,neutral,neut,neut,neut
always take care our future president,2021-12-09,,,positive,neut,neut,neut
pray for your safetiness.. our future president and vc pres,2021-12-09,,,positive,neut,neut,neut
godbless bbm sarah,2021-12-09,,,neutral,neg,neut,neut
ikaw n lng pagasa ng bansa na bumaba tax pra bumaba presyo ng bilihin at tumaas sahod ng private employee dhil hindi lng government employee tao s pinas at halos kinukupit lng nmn mga budget ng matatakaw na nsa gobyerno. mga higante company n anlaki maningil serbisyo palpak nmn tulad s pldt. dpt tanggalin ng kontrata 2 yrs mgkaron ng freedom n mgpalit kpg palpak ang cgnal. walang tigil n pgtaas ng kuryente mas mhal p cngil sa probinsiya kaysa manila.,2021-12-09,,,positive,neg,neut,neut
"take care lang po palagi mr, presidentpinagpra pray po lagi nmin ang inyong kaligtasan at kalusugan everyday,, pahinga din po kau,, pra po may energy tau pagdating ng mayo,, we love you pogod bless you po",2021-12-09,,,negative,pos,neut,neut
what happened supposed to be isko place.,2021-12-09,,,neutral,neut,neut,neut
ingat po kayo dyan bbm,2021-12-09,,,negative,neut,neut,neut
father bless,2021-12-09,,,positive,pos,pos,neut
dahil mhal po kyo ng manilenio marami p pong solid marcos sa tundo isa po ako duon nung bata po ako umiyak ako nung pinaalis kyo sa mlacanyang dhil hindi ko n mkkita ang crush ko c bbm we love you po,2021-12-09,,,negative,neg,neut,neut
free tshirt nman po sir bongbong marcos please,2021-12-09,,,positive,neut,neut,neut
ingat po kayo lagi jan my future president,2021-12-09,,,negative,neut,neut,neut
godbless po mahal namin pangulo sanay gabayan pa kayo ng mahal na panginoon dyos.na mawala na yung naninira sa inyo.na kalaban.,2021-12-09,,,negative,neg,neut,neut
pres. marcos and vice pres. duterte. sana po kunin nyo g doh sec. si doc willie,2021-12-09,,,negative,neut,neut,neut
ila landslide po namin ang boto sa inyo. hindi na dapat maulit ang 2016 electoral fraud.,2021-12-09,,,negative,neg,neut,neut
"spiritually driven lahat mga tao anywhere, everywhere. kasakasama talaga si apo lakay at jpr. maraming salamat sa inyong paggabay kay bbm",2021-12-09,,,neutral,neut,neut,neut
our 17th president apo bbm!!,2021-12-09,,,neutral,neut,neut,neut
my president,2021-12-09,,,neutral,neut,neut,neut
"from ilocos norte,with all our love,full support sa inyong tandem sigaw nmin bbmsara all the way,mabuhay..",2021-12-09,,,positive,pos,neut,neut
grabee bbm panalo na po kau sir,2021-12-09,,,negative,neut,neut,neut
ingat po kayo palagi,2021-12-09,,,negative,pos,neut,neut
may nanalo na tlaga.. lang ang malakas bangon bayan muli keep safe always.. godbless,2021-12-09,,,positive,neg,neut,neut
wag ssna tayung magtampo mga ka bbm kung hindi kayo masyadong nakkamayan ni sir bongbong marcos kc me sugat kamay nya nagkaimpeksyon nga daw intindihin nslang natin po,2021-12-09,,,negative,neut,neut,neut
"godbless bbmsara,unitea m!ofw here in hongkong",2021-12-09,,,neutral,neg,neut,neut
ganyan po kami sa tondo solid bbm sarah,2021-12-09,,,negative,neg,neut,neut
naway lagi kang gabayan ng poon diyos bbm bigyan ka ng maayos ng kalusogan,2021-12-09,,,neutral,neg,neut,neut
"bbm we love you, we pray for you. please trust no one around you",2021-12-09,,,positive,neut,neut,neut
pagaling po kayo pops,2021-12-09,,,negative,pos,neut,neut
stay safe kayung bbm sara uniteam ingat please.,2021-12-09,,,positive,neg,neut,neut
dhl d aq mkakuha ng tarpulin ni sir nagpagwa na po aq😍we will support u,2021-12-09,,,negative,neg,neut,neut
"gising na ang pinoy kung may nagawa lng ang nagdaan humawak ng govt di sana all bongbong marcos kami, di na pagogoyo sa ibang drama",2021-12-09,,,neutral,neg,neut,neut
we hope to see you in brg. sta lucia dolores quezon bbm. and inday sarah . pls,2021-12-09,,,positive,neut,neut,neut
maraming salamat manila,2021-12-09,,,neutral,neut,neut,neut
saludo sa sama samang suporta kaisa nyo kami sa fb,2021-12-09,,,neutral,neg,neut,neut
magingat po kayo lagi mahal naming presidente,2021-12-09,,,negative,pos,neut,neut
"laban lang bbm ,uniteam nandito lng kami tahimik na sumosuporta sa inyu we love you",2021-12-09,,,positive,neg,neut,neut
"bbm the great and strong president,and inday sarrah vp,",2021-12-09,,,positive,neut,neut,neut
while you guys are busy cheering for bbm and sarah. dinadagdagan na tayo ng tax for more fun. sakin ok lang kahit doublehin pa. kahit doublehin din nila philhealth ok lang din sakin. ehh sa inyo? dapat ok lang kasi d naman mag nakakaw si bbm and sarah right?,2021-12-09,,,positive,neg,neut,neut
balik po ulet kayo sir ! sa uulitin po,2021-12-09,,,negative,pos,neut,neut
"the next president of the republic of the philippines ferdinand bongbong marcos jr.. we love you so much.. go go go..,!!",2021-12-09,,,positive,pos,pos,neut
para don sa nagbato ng flyers sa mukhang ng susunod na presidente. god bless. that is too much. nakakalungkot. kung ganito ang pamantayan ng pagiging desente at edukado. ipagmamalaki kong laking palengke ako at may respeto sa kapwa. ang presidente ko puno ng kababaang loob at katalinuhan spect,2021-12-09,,,positive,neg,neut,neut
solid pla si sir sa manila .god bless po sa lahat .bbm solid,2021-12-09,,,positive,pos,neut,neut
ingat po palagi my president bbm..,2021-12-09,,,negative,neut,neut,neut
sending love to my beloved philippines!,2021-12-09,,,positive,pos,pos,neut
"congratulations sa aking bise presidente, mayor inday sara duterte sa matagumpay at ligtas na pagtatapos ng mahalin natin ang pilipinas ride! tiyak kong maraming kuwento ng pagkakaisa mula sa ating mga kababayan ang naranasan at nasaksihan mo sa iyong paglalakbay.",2022-02-28,,,positive,neg,neut,neut
i am so proud of you my beloved president bbm sa ating pong bansa ..mabuhay po pilipinas god bless and protect you always,2022-02-28,,,positive,pos,pos,pos
"shout out mga ka bbm sara, the marching order! solid bbm sara perfect tandem ever, wala ng iba..the leaders with a companssionate heartit is the people's choice with a pure love and sincere support what an overwhelming moment to see..god bless the philippines.",2022-02-28,,,positive,neut,neut,neut
i need to talk to sir bbm and inday sara. this is for the safety of the entire world. pls. i dream dreams and vision and my dreams comes true. pls,2022-02-28,,,positive,neut,neut,neut
"salamat po sa pagbisita sa aming bayan asingan, pangasinan apo bongbong marcos",2022-02-28,,,negative,neg,neut,neut
thanks you very much bbm for visit my province pangasinan i am watching you in lebanon i proud pangasinan for bbm the best no. 1 pangasinan god ble,2022-02-28,,,positive,pos,pos,pos
miss u pangasinan..marcos tlga dyn mas madaming nkkalam ng lht at walang ganong abogago dyn sa pangasinan..bata p ko non nririnig ko ng mgnda buhay non marcos time mura mga bilihin at mura kuryente..pg yang 2 yang bumalik sa dating mamumuhay..walng ng problema ang mga tao na mhihirap kasi my bahay lupa nman n sila sa pangasinan..mga lola lolo nanay tatay nyo lng nkkalam ng lht kng sino mga marcos tlga..,2022-02-28,,,negative,neg,neut,neut
more power to both of you bbm saramay god bless us all ! ! !,2022-02-28,,,positive,neut,pos,neut
