text,created_at,like_count,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
lola long went marcos sr time back im telling life good back people gathered arrested police marcos ordered every coconut tree poultry animal used meat taxed,2022-04-11 13:17:25,4913,,,,,,
beta epsilon showing way declaration endorsement candidacy leni robredo next president philippine kiko pangilinan next vicepresident philippine,2022-04-11 07:14:02,296,,,,,,
vp sen slowly surely breaking barrier touted party bailiwick 220k turnout tropang angat pampanga show force affirmation dream,2022-04-11 08:18:07,8340,,,,,,
real unity sop big 4 asia songbird regine velasquezalacasid singersongwriter ogie alcasid queen soul jaya king soul janno gibbs support leni robredo president,2022-04-11 13:27:27,5098,,,,,,
promarcos machinery hit belt dutertes camp fabricated scandal opposition senator leila de lima 2016 pulling sleazy card robredos daughter lead housetohouse campaign gain momentum month election,2022-04-11 10:22:18,1393,,,,,,
vp daughter subjected fake news demonize integrity good work however made stronger rise wicked demon demonize fake news evil stop,2022-04-11 09:22:05,1408,,,,,,
social medium influencers mela habijan kerwin king renz saavedra among others campaign vp leni robredo via man man strategy balintawak public market quezon city monday april 11 leni people campaign,2022-04-11 05:58:07,3795,,,,,,
actor piolo pascual formally come support vice president leni robredos presidential bid saying inspires true unity among filipino time hardship crisis watch full video,2022-04-11 05:29:08,3238,,,,,,
victim typhoon need help selling 100 limited print pagasa leni rose mosaic artwork profit artwork donated help typhoon victim lenikiko volunteer group preorder,2022-04-11 05:43:16,223,,,,,,
look sea pink inside mall asia arena fan rival school ateneo la salle join force show support presidential candidate vp leni robredo,2022-04-12 11:54:26,17832,,,,,,
continue reach area affected including leyte southern leyte iloilo capiz many thanks tireless volunteer compassion generosityfrom relief pack drinking water balagaw pandesal hot meal,2022-04-12 15:07:50,40837,,,,,,
read vice president leni robredos spokesperson barry gutierrez response bongbong marcos camp accusation deceiving public,2022-04-12 23:30:33,2994,,,,,,
fair vp leni wouldve loved mr robredo love late husband titlecrazed society need call excellency vice president maria leonor geronarobredo vp leni short,2022-04-12 13:46:18,8137,,,,,,
ctto gee thompson fb,2022-04-12 12:09:01,607,,,,,,
board trustee holy angel university biggest central luzon region term enrollment endorsed presidential aspirant vice president leni robredo running mate sen francis pangilinan read,2022-04-12 14:29:51,4822,,,,,,
read vp leni robredo accused marcos camp source false information marcos spokesperson atty vic rodriguez tell robredo enough deception,2022-04-12 10:06:51,1241,,,,,,
unsubstantiated accusation leni bbm may well final nail coffin political career game guy lack fund 90 local national official joining bbmsara bandwagon negative trust rating boxing,2022-04-12 13:24:39,1725,,,,,,
look isko moreno volunteer group im pilipinas change name im leni hold press conference formally announcing switch,2022-04-12 01:59:28,8782,,,,,,
say behind smear campaign daughter,2022-04-12 07:14:16,6632,,,,,,
vice president leni robredo belief presidential opponent former senator bongbong marcos behind spread fake news family,2022-04-12 13:40:26,281,,,,,,
mr robredo would correct form address still first lady naga wife late mayor jesse refusing acknowledge leni dulyelected vp wont minimize legitimacy leni winnermarcos sore loser fact,2022-04-12 12:30:50,8547,,,,,,
mang vic rodriguez one deceiving filipino people vice president leni robredo 2016 election thrice pet v losing candidate qualification proud whose political input dictator son convicted tax evasion,2022-04-12 12:24:56,766,,,,,,
rockstar welcome robredo pangilinan tandem introduced together san fernando la union,2022-04-12 02:52:15,255,,,,,,
kakampinks la union flock saint louis college gymnasium show support vp leni robredo senator kiko pangilinan another attempt show crack socalled solid north robredos mammoth rally pangasinan last week,2022-04-12 01:12:26,2403,,,,,,
look proud vp leni guy told passed bar exam new lawyer congrats new lawyer,2022-04-12 05:28:03,1150,,,,,,
look supporter vp leni robredo called baguio people rally 27 day may 9 election,2022-04-12 03:28:46,2594,,,,,,
look isko moreno volunteer group im pilipinas change name im leni hold press conference formally announcing switch via,2022-04-12 02:00:32,1590,,,,,,
new endorsement robredopangilinan tandem visit bailiwick catanduanes vp leni robredo running mate kiko pangilinan secured endorsement gov joseph cua san andres mayor peter cua via,2022-04-12 09:55:06,1317,,,,,,
leni robredo insulted insulted defamed dutertes camp five year son victim let u allow initiate benefit evil politics prevail,2022-04-12 12:01:35,20166,,,,,,
bbm po ako look actress turned politician claudine barretto expressed instagram support presidential candidacy ferdinand bongbong marcos jr barretto aiming councilor seat olongapo city,2022-04-12 06:35:00,364,,,,,,
fighting country supporter presidential candidate manila mayor isko moreno backing presidential bid vice president leni robredo failed unification talk read,2022-04-12 10:30:01,733,,,,,,
protocol sheet mr robredo referring leni correct formal style excellency informal vp vicepresident robredo leni directly addressing excellency maam thereafter ok mr,2022-04-12 13:11:57,6502,,,,,,
retired comelec commissioner rowena guanzon challenged alleged troll presidential candidate bongbong marcos spread fake malicious sex video aika robredo daughter presidential candidate vice pres leni robredo,2022-04-12 02:34:50,379,,,,,,
presidential candidate former senator bongbong marcos issued statement monday explaining camp unable send immediate aid stormbattered area visayas despite prepared,2022-04-12 06:00:00,337,,,,,,
cebuano delete gwendolyn garca thief,2022-04-12 06:30:02,635,,,,,,
one cebu cebu governor gwen garcias party endorses presidential candidate bongbong marcos running mate sara duterte may 2022 election election story,2022-04-12 03:47:35,1626,,,,,,
12 extreme lenis son went house house convinced anyone,2022-04-12 15:04:32,188,,,,,,
opposition coalition 1sambayan said declaration support ikaw muna im pilipinas vice president leni robredo senator francis kiko pangilinan clear sign whole country overwhelmed pink wave read,2022-04-12 10:20:00,286,,,,,,
mr aquino shes housewife dont like recognize president mr robredo shes vp leni robredo atty leni robredo meanwhile bbm always marcos jr atty vp never mr president also lie,2022-04-12 10:07:36,3058,,,,,,
presidential candidate ferdinand bongbong marcos jr secured support biggest local political party voterich province cebuthe garcialed one cebu party,2022-04-12 03:53:58,537,,,,,,
support fellow ofws created website protect vote,2022-04-12 08:01:58,5312,,,,,,
volunteer group ikaw muna pilipinas originally called isko moreno run president switch support vice president leni robredo,2022-04-12 03:04:00,296,,,,,,
guy here answer insult vp leni flood marcos weak leader ignorant big pampering accustomed luxury unproven addicted pres duterte,2022-04-12 03:57:05,3593,,,,,,
bbm platform video get faster heal better work harder long together,2022-04-12 12:43:33,3578,,,,,,
cebu leni country correct correct,2022-04-12 05:00:40,4210,,,,,,
look situation elyu pink wave rally vp leni robredo sen kiko pangilinan san fernando la union,2022-04-12 01:40:05,217,,,,,,
saw live fb vp leni amused humongous cooking utensil given pampanga rally need big pot cook porridge 220t people,2022-04-12 07:43:09,185,,,,,,
one cebu biggest political party cebu leadership gov gwen garcia decided endorse bongbong marcos certainly blow vp lenis chance cebu strong supporter vpl cebu cower desire make vpl win cebu,2022-04-12 03:51:30,1068,,,,,,
leni robredo campaign reduced inorganic hakot rally invented video scandal,2022-04-12 12:46:36,409,,,,,,
thats vice president leni robredo atty vic rodriguez lest forget mr marcos jr running campaign based lie lie,2022-04-12 11:34:14,217,,,,,,
lawyer shouldnt reflex leni provide evidence first publicly accusing someone something instead first finding veracity truth allegation leni immediately made accusation marcos front medium,2022-04-12 09:27:29,1531,,,,,,
leni already done rally finished pampanga rally booth still cant move 220k push,2022-04-12 10:53:11,2328,,,,,,
isko moreno loses crucial branch machinery im pilipinas jump ship vp leni robredo momentum continues despite latest barrage disinformation family,2022-04-12 02:20:24,2798,,,,,,
cebu ruling party 1cebu tuesday april 12 backed presidential bid former senator bongbong marcos detail follow,2022-04-12 03:32:28,472,,,,,,
mrsleni robredo really hey mr rodriguez know shes still vp philippine meanwhile bos loser way,2022-04-12 15:36:14,310,,,,,,
vp leni fluent bicolano spoke language people candidate even son running locally could speak native language,2022-04-12 12:26:07,2725,,,,,,
im isko moreno philippine im leni big switch happening country rappler,2022-04-12 02:25:59,333,,,,,,
watch bbm platform feel positive hopeful deliver ambitious plan country imagine thriving agriculture sector economy fast internet expanded health facility renewable energy job,2022-04-12 23:04:24,629,,,,,,
vice president leni robredo belief deluge fake information family including malicious rumor one daughter originated camp former senator bongbong marcos read,2022-04-12 12:06:03,200,,,,,,
really wish graduate face face vp leni president pota going,2022-04-12 13:23:34,289,,,,,,
trending receipt old post leni robredos achievement facebook far back 2013 im sure cant anything make sense opposing ghost,2022-04-12 09:29:55,643,,,,,,
whopping 2200 people showed pampanga pink leni robredokiko pangilinan campaign rally weekend talk vice presidential candidate 8pm,2022-04-12 09:04:44,357,,,,,,
guy never lend money dd baby supporter,2022-04-12 01:19:05,251,,,,,,
vice president leni robredo directly accused political nemesis ferdinand marcos jr spreading alleged lewd video eldest daughter saying latest vile attack family nothing new,2022-04-12 23:00:47,259,,,,,,
marcos entire campaign anchored lie actually marcos whole life riddled lie robbery family literally fed clothed sent school using people money ill get wealth,2022-04-12 11:25:08,337,,,,,,
leni housewife nothing wrong wanting housewife obviously woman stellar achievement insisting calling mr robredo whole identity based solely wife jesse robredo appallingly sexist,2022-04-12 14:05:07,1203,,,,,,
text ilocos sur pls validate true ilocos norte since last week u nigs companion went 711 noticed leni didnt cup asked cashier said thats hidden,2022-04-12 04:11:20,335,,,,,,
watch signing 1cebu alliance agreement uniteam presidential candidate bongbong marcos lakascmd vp candidate davao city mayor sara duterte cebu governor gwen garcia lakascmd president house majority leader martin romualdez,2022-04-12 07:33:15,361,,,,,,
look cebu govt gwen garcia party president one cebu raise hand presidential candidate ferdinand bongbong marcos jr davao city mayor sara duterte mayor sara duterte facebook,2022-04-12 06:21:03,3469,,,,,,
great effort kakampinks supposed fake video bishop drama like style rotten,2022-04-12 01:40:25,566,,,,,,
earlier isko moreno reacted im pilipinas switch leni robredo wish best separate men boy said fight difficult people town dont give problem reason give,2022-04-12 05:53:50,176,,,,,,
kakampinks la union flock saint louis college gymnasium show support vp leni robredo kiko pangilinan another attempt show crack socalled solid north robredos mammoth rally pangasinan last week,2022-04-12 01:11:44,212,,,,,,
presidential vp frontrunners ferdinand bongbong marcos jr mayor sara duterte invited guest 1 cebu general assembly morning,2022-04-12 00:38:20,417,,,,,,
progress cant stopped tandem forged political convenience principle people support machinery proof 220k attended pampanga million joined past sortie watching home online,2022-04-12 06:36:03,1174,,,,,,
look drone shot kakampinks joined people rally vp leni robredo sen kiko pangilinan catanduanes shown fb live robredo people council via,2022-04-12 10:41:21,419,,,,,,
samahang ilocano also known confederation ilocano association inc formally endorses bid ferdinand bongbong marcos jr mayor sara duterte group promise deliver 1m vote bbmsara tandem,2022-04-12 04:49:32,559,,,,,,
garcialed one cebu party tuesday announced formal endorsement presidential candidacy former senator ferdinand bongbong marcos jr,2022-04-12 04:35:07,1754,,,,,,
dear marcos duterte supporter please answer simple question bongbong marcos vote let assume last name dimanguya support asking fellow filipino,2022-04-12 04:05:52,378,,,,,,
board trustee holy angel university biggest central luzon region term enrollment endorsed presidential aspirant vp leni robredo running mate sen francis pangilinan,2022-04-12 18:01:46,340,,,,,,
atty also called vic rodriguez mr robredo leni supporting vice president used insult duterte call something duterte president philippine ok dasurv lose shutas,2022-04-12 12:15:51,1408,,,,,,
read statement vice president camp switch support isko moreno volunteer group lenikiko tandem earlier im pilipinas renamed im leni via,2022-04-12 04:44:09,826,,,,,,
board trustee holy angel university biggest central luzon region term enrollment endorsed presidential aspirant vp leni robredo running mate sen francis pangilinan,2022-04-12 12:50:47,267,,,,,,
first choice opened mouth also lack conviction flip flopper leni ball even start marcos fight,2022-04-12 03:34:30,193,,,,,,
green blue turn pink look fan rival la salle ateneo uaap united wearing color pink support candidacy vp leni robredo basketball game held moa arena team leni robredo,2022-04-12 12:19:48,388,,,,,,
right marya leningleni maricel soriano president leni robredo,2022-04-12 05:23:20,373,,,,,,
vice president leni robredo tuesday accused camp fellow presidential candidate former senator ferdinand bongbong marcos jr behind smear campaign daughter aika less month go election day,2022-04-12 07:25:54,475,,,,,,
follows replacement volunteer group im pilipinas supported presidential candidate said vice pres see leni robredo better chance defeating bongbong marcos jr leading survey,2022-04-12 08:06:48,3,,,,,,
everyone want join register find information need election let go together united country,2022-04-12 08:01:59,3225,,,,,,
vp leni robredo said increased attack marcos camp via fake news came surprise experienced 2016 vice presidential race survey number started pick read,2022-04-12 23:09:28,407,,,,,,
leni fairly elected supreme courtrecognized vicepresident country bbm co calling mr robredo like calling sara duterte mr carpio mr carpio sound like could either first lady real housewife davaonot mayor see,2022-04-12 13:41:52,561,,,,,,
read statement marcos camp allegation vp leni robredo camp fellow presidential candidate bongbong marcos jr one behind smear campaign daughter aika,2022-04-12 08:59:14,712,,,,,,
seal endorsement catanduanes local executive headed governor boboy cua lenikiko tandem,2022-04-12 10:39:54,522,,,,,,
lbms loyalist bongbong marcos say respect votedecision artist show support leni robredo argue comment vote abscbn want respect dont respect charot,2022-04-12 02:59:50,827,,,,,,
always wonder maam vp leni often called pinklawan independently handled executed project ovp lowkey raised bar high successor sit wait mandate,2022-04-12 07:18:05,205,,,,,,
havent job 6 year came right imees mouth nothing done 6 year election protest feel provide job joke,2022-04-12 06:44:34,213,,,,,,
bongbong marcos camp approach comelec deliver aid typhoon victim even campaign period,2022-04-12 08:15:37,243,,,,,,
driver story driver im marcos leni like gloria isnt gloria supporter marcos leni something pandemic driver really ppe free ride free testing econsultation marcos one,2022-04-12 09:23:54,188,,,,,,
mr rodriguez marcos mommy bing salaula rodriguez impressed thickness face stomach swallow stolen,2022-04-12 15:08:41,278,,,,,,
vice president leni robredos impact address properly,2022-04-12 12:25:27,239,,,,,,
look presidential candidate bongbong marcos vice presidential bet sara duterte lunch cebu gov gwen garcia mayor christina frasco house majority leader martin romualdez pig palm restaurant cebu city,2022-04-12 05:07:54,608,,,,,,
province w 196k reg voter catanduanes know pick right congratulation volunteer people proved little rain wont stop celebrating lenikiko future indeed pink,2022-04-12 09:01:27,758,,,,,,
clutching pink flyer face mask diehard supporter philippine presidential hopeful leni robredo going door door across archipelago nation againsttheodds bid win voter,2022-04-12 03:20:00,211,,,,,,
home shine much support like lola native pangasinan lolo e bicol couple hesitate express support leni kiko,2022-04-12 02:16:44,223,,,,,,
joint force mama loi toured brgy lower bicutan taguig campaign yesterday stage every corner together knocked talked convinced fellow filipino,2022-04-12 09:00:06,203,,,,,,
vice presidential candidate lito atienza tell presidential candidate ferdinand bongbong marcos jr really wont bad thing dont face people commit u bad thing done administration father,2022-04-12 05:47:47,248,,,,,,
month month convincing mama vote leni tyl,2022-04-12 04:32:09,254,,,,,,
philippine popular washington post highlight attempt marcos family revise philippine brutal history marcos dictatorship whitewash accountability perceived oppressed instead oppressor,2022-04-12 21:21:09,1365,,,,,,
cavite politician promised vote magna support poured pink pampanga politician promised vote magna support poured pink even 220k cebu someone promising come bitten cebu20,2022-04-12 09:32:53,318,,,,,,
big switch ikaw muna pilipinas group used support manila mayor isko moreno presidential bid shift support vp leni robredo led tim orbos former mmda general manager duterte administration,2022-04-12 02:44:35,7787,,,,,,
support continues pour leni robredo various part sector university student clear leni robredo deserves president country,2022-04-12 03:04:51,697,,,,,,
lenis attitude really like talk get know single vp lenis achievement auntie adu met gayam naaramid na he done lot thing alright manang ill leni,2022-04-12 12:49:16,745,,,,,,
camp frontrunner fire back vp robredo said marcos behind smear campaign daughter aika answer bbms spokesperson atty vic rodriguez said enough deception,2022-04-12 08:58:03,2439,,,,,,
la union third marcos bailiwick barnstormed vp leni robredo running mate sen kiko pangilinan isabela pangasinan,2022-04-12 01:56:37,375,,,,,,
hi jolo thank youu even though dogshowed thats sure,2022-04-12 08:07:17,212,,,,,,
watch drone shot 500 kakampinks joined people rally vp leni robredo sen kiko pangilinan masbate wednesday april 13 vp leni medium bureau,2022-04-13 09:18:59,8847,,,,,,
wanting ask question presidential candidate marcos medium officer block hand camera multiple body put even get close asking question,2022-04-13 11:44:42,4813,,,,,,
look belle mariano joined screen partner donny pangilinan campaigning housetohouse vice president leni robredo sen kiko pangilinan donny nephew pangilinan visible figure campaign since march igmariano,2022-04-13 11:35:27,18794,,,,,,
shot marcos medium officer extending hand block mine camera guard around block,2022-04-13 12:01:10,3905,,,,,,
watch medium officer security men ferdinand bongbong marcos jr physically block rappler reporter getting close candidate another angle incident medium officer seen deliberately extending hand shove buans camera,2022-04-13 15:40:33,730,,,,,,
watch drone shot supporter vp leni robredo sen kiko pangilinan attended catanduanes people rally tuesday april 12 vp leni medium bureau,2022-04-13 01:17:05,3864,,,,,,
look love team donny pangilinan belle mariano collectively known donbelle gone housetohouse campaign robredopangilinan tandem baguio city mariano shared photo instagram story hashtag mariano,2022-04-13 23:53:19,4164,,,,,,
vp leni thanking volunteer free online consultation program helped lot people especially pandemic honor volunteer maam,2022-04-13 09:02:53,4299,,,,,,
badly candidate marcos want avoid question independent reporter end hear cry pain,2022-04-13 14:02:08,10009,,,,,,
cowgirl leni sen really fanboying,2022-04-13 02:14:39,869,,,,,,
toni gonzaga let proud world filipino bbm president toni later performed roar uniteam grand rally qc,2022-04-13 10:39:25,844,,,,,,
medium try secure position try interview marcos given special smni setup show called road frontrunner smni owned doomsday preacher apollo quibolo wanted fbi sex trafficking child,2022-04-13 11:35:42,893,,,,,,
mommy vp lenis bouncerbody guard,2022-04-13 12:50:14,3581,,,,,,
great see ofws taking time job vote proof concern love country stay alive dubai uae doha qatar,2022-04-13 05:53:21,4370,,,,,,
three group candidacy late dictator son ferdinand marcos jr switched side camp manila mayor isko moreno,2022-04-13 09:13:41,660,,,,,,
loveteam royalty philippine donny pangilinan belle mariano showed support joining house house campaign,2022-04-13 12:57:31,2886,,,,,,
vp leni robredo sen kiko pangilinan attending people rally masbate another bailiwick robredo pangilinan addressing kakampink supporter wearing rodeo hat masbate rodeo capital ph,2022-04-13 01:36:50,2971,,,,,,
leni beating pogi allegation,2022-04-13 02:14:22,193,,,,,,
watch rodeoinspired entrance vp leni robredo rodeo capital philippine masbate robredo also joined performer dance performance robredo people council,2022-04-13 02:17:48,310,,,,,,
refuse deterred vice president leni robredo said tuesday daughter would deterred rampant proliferation fake news,2022-04-13 01:10:17,3601,,,,,,
watch medium officer security men physically block isolate rappler reporter try get video ask question presidential candidate ferdinand bongbong marcos jr,2022-04-13 13:42:00,812,,,,,,
look belle mariano joined screen partner donny pangilinan campaigning housetohouse vice president leni robredo sen kiko pangilinan donny nephew pangilinan visible figure campaign since march igmariano,2022-04-13 11:29:07,10030,,,,,,
watch rodeoinspired entrance vp leni robredo rodeo capital philippine masbate robredo also joined performer dance performance via robredo people council,2022-04-13 02:19:07,490,,,,,,
ikaw muna pilipinas convenor tim orbos defends organization sudden shift support presidential bet manila mayor isko moreno domagoso vice president leni robredo saying act abandonment move would prevent return marcos family,2022-04-13 05:28:19,265,,,,,,
baguio house house team today vp leni sen kiko guy hail teamwork make dream work bang gae,2022-04-13 15:06:29,9979,,,,,,
belle mariano donny pangilinan seen housetohouse campaigning leni robredo kiko pangilinans candidacy baguio,2022-04-13 11:34:23,3059,,,,,,
icymi sport fan watched uaap basketball game ateneo la salle earlier wore pink show support vp leni robredo sen kiko pangilinan crowd also shouted leni kiko team leni robredo via,2022-04-13 00:47:14,212,,,,,,
happening kilusang bagong lipunan baguiobenguet declared switching support presidential bet bongbong marcos isko moreno via,2022-04-13 07:19:24,673,,,,,,
camp presidential candidate bongbong marcos telling supporter campaigner remain humble despite successive positive sign point potential big victory poll next month,2022-04-13 06:45:00,3328,,,,,,
look new gen phenomenal loveteam donny pangilinan belle mariano join housetohouse campaign baguio presidential candidate vice president leni robredo sen kiko pangilinan,2022-04-13 11:20:53,25138,,,,,,
im proud donny pangilinan belle mariano known new gen phenomenal love team donbelle donbelle join housetohouse campaign baguio presidential candidate vice president leni robredo sen kiko pangilinan,2022-04-13 11:31:09,1931,,,,,,
presidential candidate bongbong marcos controversial defeat 2016 vice presidential race made wary possible cheating next month poll,2022-04-13 12:31:15,702,,,,,,
acquaintance mindanao said dont like leni stop illegal logging illegal mining also scrutinized government contract difficult place official even quality project looked make money burst tear,2022-04-13 21:12:58,13626,,,,,,
leni robredo got 169 297 vote masbate thats around 57 total voter 2016 marcos got around 47k let sink,2022-04-13 11:43:02,579,,,,,,
election day nears new gen phenomenal loveteam donny pangilinan belle mariano join housetohouse campaign baguio leni robredo kiko pangilinan,2022-04-13 13:20:40,2002,,,,,,
free united full love quezon city welcomed u tonight many thanks friend mike defensor another memorable night,2022-04-13 12:28:05,9082,,,,,,
presidential aspirant vice president leni running mate senator kiko pangilinan visit rev jose bishop joban bantolo bishop masbate parish priest religious leader parishioner liceo de masbate vp leni medium bureau,2022-04-13 05:55:50,724,,,,,,
batangas priest tumitindig parable batangueno priest para kay leni statement support candidacy vp sen kiko,2022-04-13 13:09:45,1521,,,,,,
believe woman ability believe stand leni look miss universe 2015 shared social medium support presidential bet vp leni robredo wednesday april 13 piawurtzbachig,2022-04-13 12:00:49,233,,,,,,
heartfelt thank people ormoc came grand rally especially friend mayor richard congresswoman lucy wonderful welcome,2022-04-13 02:43:32,5112,,,,,,
scene lenikiko rally masbate city vp leni robredo performs traditional lapay dance mimic graceful movement seagull wednesday april 13 vplr medium bureau,2022-04-13 08:41:25,330,,,,,,
yesterday also went lenikiko hq baguio spend time volunteer thank heart soul campaign continue house house campaign activity help win,2022-04-13 03:16:40,2788,,,,,,
solid dd couple church group went visita iglesia today surprised see dd guy carry bag lenikiko flyer comic coffee packet etc give away outside church visited hey thank daily miracle,2022-04-13 15:17:58,7179,,,,,,
day rally ate well known restaurant province got mother asking buy rice gave im still pink asked go maam leni yesterday im,2022-04-13 08:33:22,3576,,,,,,
donbelle pink belle mariano join donny pangilinan campaigning lenikiko,2022-04-13 12:10:00,3175,,,,,,
presidential frontrunner thanks,2022-04-13 22:38:56,532,,,,,,
sex offender wanted fbi endorsing bongbong sara sex offender endorsing presidential candidate thats fcked ph election,2022-04-13 04:05:10,354,,,,,,
truly one phenomenal tandem continue using reach good motherland make proud chosen loved always think pink forever nato,2022-04-13 12:03:26,458,,,,,,
really dangerous scenario thing work way wed like work country need good governance trick barabara style youve last six year economy wont survive greed dynasty twin,2022-04-13 05:42:14,577,,,,,,
video encouraging u vote leni vote country viral beautiful end leni best choice u christian vote faith country best choice also vp leni kiko,2022-04-13 13:34:21,5497,,,,,,
uae pia wurtzbach vote leni robredo next ph president,2022-04-13 12:55:00,685,,,,,,
pray safety eastern visayas especially typhoon agaton hit,2022-04-13 02:43:33,3463,,,,,,
watch bongbong marcos mayor inday sara duterte send bouquet red rose cebu gov gwen garcia thanks endorsing tandem via charmaine vizcarra balagon pio capitol,2022-04-13 12:07:31,345,,,,,,
real issue leni lutang robredo trying divert presidentiables always teaching rise isko manny ping lacson think inventing,2022-04-13 00:14:27,514,,,,,,
belle mariano joined donny pangilinan campaign lenikiko tandem baguio,2022-04-13 13:30:00,3125,,,,,,
noticed bbm entered inaugural rally surrounded phalanx redshirted men sara duterte later urged crowd must protect bongbong marcos seems tactic succeeding keeping tough question well away,2022-04-13 14:15:34,285,,,,,,
masbate 1st district rep bong bravo wife former rep marvi espinosabravo endorsed vp leni robredo president masbate leni robredo country,2022-04-13 02:49:37,1783,,,,,,
master thread come u take ride kwangya new philippine happy birthday leni vp leni birthday nationwide cupsleeve event april 23 2022 nationwide,2022-04-13 13:30:05,940,,,,,,
vp leni asked campaign going madam vp busy fact still managed say hello thank much madam president love much,2022-04-13 08:53:21,997,,,,,,
watch estimated 500 supporter flocked jesse robredo blvd lenikiko masbateo people rally vp leni medium bureau,2022-04-13 09:44:02,582,,,,,,
first heard ferdinand marcos five covering son rally 30 year later surreal explore context shaped rise delve track record,2022-04-13 09:23:55,2824,,,,,,
happening kilusang bagong lipunan baguiobenguet declared switching support presidential bet bongbong marcos isko moreno,2022-04-13 07:17:47,831,,,,,,
donny belle donny pangilinan,2022-04-13 11:22:46,1753,,,,,,
everything lening writes also followed kiko leni robredo,2022-04-13 06:20:29,415,,,,,,
moreno revealed asked ready listen call make supreme sacrifice withdraw presidential race vice pres leni robredo bongbong marcos jr,2022-04-13 09:01:21,3,,,,,,
wake pnoy last year chance chat vp leni told ever would run president would full support praise god decided go alcasid wrote,2022-04-13 03:36:34,545,,,,,,
100 priest archdiocese lipa batangas expressed support vice pres leni robredo running president sen kiko pangilinan running vice president,2022-04-13 10:01:31,393,,,,,,
bongbong marcos jr accomplishment politician man highly intelligent good temperament versatile bbm also innovator visionary proud chosen president metromanila red,2022-04-13 05:29:27,1048,,,,,,
vp leni judge asked pia wurtzbach bb pilipinas back 2015 candidate 10 time vp leni running presidency number 10 ballot universe giving u sign,2022-04-13 12:44:40,2116,,,,,,
baretto earlier voiced support presidential candidate ferdinand bongbong marcos jr instagram fan commented post saying yan would proud presidential choice alive,2022-04-13 08:05:34,274,,,,,,
belle mariano join donny pangilinan nephew vice presidential candidate senator kiko pangilinan house house campaign lenikiko tandem baguio belle mariano ig,2022-04-13 12:23:15,1035,,,,,,
promarcos people script insulting campaigner sense dont rely vp leni stretch bone god people still saying thing like already paying tax job still helping giving relief,2022-04-13 23:40:11,282,,,,,,
everyone invited join bongbong marcos jr mayor sara duterte uniteam campaign rally qc metro manila red reason live street survey different part mla bbm sara always dominated survey metro manila red,2022-04-13 01:29:52,388,,,,,,
new version use answer attack vp leni even topic marcos weak leader ignorant big pampering unproven used luxury contribution people thief addict pres duterte,2022-04-13 21:06:15,215,,,,,,
incredible basis supporting voting someone running highest office land vp leni robredo clearly meet qualification wellprepared presidency,2022-04-13 05:46:51,233,,,,,,
stupid marcos mr marcos jr senator marcos jobless six year remember dont count elective politics job jobless life real life skill people really swallow,2022-04-13 02:01:10,239,,,,,,
watch presidential frontrunner take stage malayang quezon city grand rally mayoral candidate,2022-04-13 10:52:22,888,,,,,,
2 cant quiet always safe side collective voice future country depends today proud say standing together choosing leni robredo president,2022-04-13 13:50:40,5104,,,,,,
political party aside leni candidate clean background economist respect law came normal family atty never abused power precise concrete platform executive experience qualified,2022-04-13 04:56:01,309,,,,,,
uae pia wurtzbach vote leni robredo next ph president,2022-04-13 14:50:00,418,,,,,,
leni cory 20 say lbmers cant understand kakampinks desire defend vp try diminish pres cory describing mere housewife education impressive educated u studied law lest forget overthrew dictator,2022-04-13 04:24:08,3702,,,,,,
watch presidential frontrunner signing memorabilia supporter took place live interview national tv earlier today via malayang quezon city grand rally mayoral candidate,2022-04-13 12:42:47,495,,,,,,
dont take leni leni lugaw mother mary maria leonor mega star well diamond star vp leni let bring itech,2022-04-13 01:20:52,913,,,,,,
find maritess barangay ask something else haha ninang great,2022-04-13 05:34:12,472,,,,,,
drunken uncle tarlac drinking suddenly rose played hugging campaign really different effect,2022-04-13 02:32:30,494,,,,,,
donbelle pink belle mariano join donny pangilinan campaigning lenikiko,2022-04-13 12:55:44,2580,,,,,,
doc visit market cavite inspired sister inlaws stand put tarp house still thinking putting mural many ping supporter,2022-04-13 11:46:11,1465,,,,,,
bongbong marcos never lawyer never economist never respected rule law never clean background never made name without dragging late father never made province ilocos 1st class province never president,2022-04-13 04:41:36,258,,,,,,
sister ljs ig post donbelle house house campaign baguio think pink forever nato,2022-04-13 15:54:19,279,,,,,,
loveteam conduct housetohouse campaign vp leni robredo sen kiko pangilinan baguio city,2022-04-13 11:11:52,1314,,,,,,
continue fool ppl saying golden age truth dark age country never forget dont go move either happened 20 yrmarcos regime terrible macoy called tyrant dictator little scar,2022-04-13 15:59:27,878,,,,,,
almost bbm friend cant proud candidate post slandering vp leni cant even post poster choice candidate proud candidate done vote people,2022-04-13 00:10:14,217,,,,,,
fact went straight h2h confirming posting political stand work come first saying word already affirmed im proud u u took worthy risk stand country future thank,2022-04-13 14:12:58,660,,,,,,
think lenis number also increasing imagine narcoss camp making sex tape totally desperate move dont think bec piolo endorsement ha something narcos camp know dont know isko expose narcos,2022-04-13 11:35:15,538,,,,,,
candidate pia asked congresswoman vp leni robredo mup pia shaded ballot vote leni next president pia 3rd mu queen leni 3rd female president philippine,2022-04-13 22:41:52,375,,,,,,
